PDBcode,is_drug,has_clinical_trials,LE,Vina_dLE
2oiq,False,False,0.18355277844335408,-0.1291568391305547
2ojg,False,False,0.3647980362434203,-0.027333657114590116
2ojj,False,False,0.3811976734252624,0.08254594630989134
2mas,False,False,0.6383965634259854,0.1448000558410975
2oi2,False,False,0.4754016961682869,0.21438164028122195
2ogy,False,False,0.184398233665275,-0.020572915790962546
2olb,False,False,0.2687474894665623,-0.025300781249321908
2oxd,False,False,0.6616815444627994,0.29768800431420106
2jke,False,False,0.5223244609848972,0.03882401909022335
2nsl,False,False,0.28894544650228354,-0.04172643905605074
2nsj,False,False,0.2957368993046876,-0.007968349832580738
2oxn,False,False,0.4042272707990921,0.21555354017414685
2oxx,False,False,0.6500390539443925,0.22741412558660506
2oxy,False,False,0.6812349580257652,0.23900303079608756
2p3i,False,False,0.214856870476057,0.009665719109341563
2p3a,False,False,0.1638180736579898,0.03490072028723446
2p3c,False,False,0.15682081925551286,0.03254849031904183
2p3b,False,False,0.17451975686177812,0.05945192506872535
2oym,False,False,0.3087024001092773,-0.0036555303411339823
2on6,False,True,0.48326548362370225,0.18067845206459812
2p7a,False,False,0.9206191576592224,0.3423885273732552
2p7g,False,False,0.5217433741141032,0.011606512939863896
2p7z,False,False,0.3081914444125447,0.025322517243832842
2p2a,False,False,0.3463640929226091,-0.05858001571977667
2p4j,False,False,0.24837313105935002,0.04236599734850893
2p16,True,True,0.4034921959075377,0.10907884180025033
2p4y,False,False,0.30561537610818457,0.035762160508787444
2p95,False,False,0.42423941839017604,0.10115081140655822
2pk6,False,False,0.2741734649859433,0.07536580819649197
2pk5,False,False,0.2595305178061567,0.05236452662539359
2p15,False,False,0.43719977415476396,0.00928315194244611
2pcp,False,False,0.6565071042323963,0.17096192054019857
2oag,False,False,0.37112003378298536,0.05742475673621938
2pbw,False,False,0.5093589601803076,0.13955021651947935
2ole,False,False,0.32825355211619817,0.16049103971486006
2ot1,False,False,0.21732648967693124,-0.003657441826395491
2pql,False,False,0.8240296066916976,0.22997749476636944
2pog,False,False,0.6170519974755726,0.16402005322834706
2p4s,False,False,0.6798601700090842,0.25950655878619516
2pqz,False,False,0.19747455071605768,-0.055905254275494476
2psu,False,False,0.28750483530177356,0.06044619375899732
2pv1,False,False,0.14694234245201598,0.06258117955815307
2psv,False,False,0.29800071690548896,0.06094501567725387
2pq9,False,False,0.39341915876783756,0.019578788221787807
2pqb,False,False,0.34927471555221085,-0.019451108909102604
2pqc,False,False,0.3118635126863963,-0.03956368979783871
2pvu,True,True,0.8570813436633975,0.2494215373305325
2pu2,False,False,0.23143181472807817,-0.03773022949542382
2pwc,False,False,0.21765778005753633,-0.02111707831149077
2pvh,False,False,0.3891797736334176,0.010423580817241127
2pwr,False,False,0.19891410652374678,-0.05093876352032511
2pvj,False,False,0.4231597515344093,0.05643127841601302
2pvm,False,False,0.3364381234421724,0.0018832176201620554
2pvk,False,False,0.4175485797033632,0.052178832494986276
2pvl,False,False,0.39808361811014803,0.04493345330543216
2pyn,False,False,0.2570564885709952,-0.003358882769748961
2q5k,True,True,0.3336670289876798,0.10875200617378755
2pgz,False,False,0.3543903553254503,-0.003063006954364274
2q2a,False,True,0.8387444210969063,0.2379830329480832
2py4,False,False,0.32501952697219627,-0.0691336908228269
2q54,False,False,0.25496245729025396,0.06364808077813074
2q55,False,False,0.24590718688704846,0.03504913153860693
2q64,False,False,0.28931588938241465,0.0324645366433161
2pwd,False,False,0.5433162241923281,0.15557872427843317
2q63,False,False,0.24381315560630723,-0.00901011856115752
2pwg,False,False,0.503612346270581,0.11115508111361236
2pyy,False,True,0.6248136578211771,0.08279093372959503
2qbp,False,False,0.30836866778483485,0.06788787616061104
2qbw,False,False,0.14920616005281734,0.008157069899847517
2qbq,False,False,0.32598973451539687,0.06851844153356061
2qbr,False,False,0.30707068742298543,0.04154215254325406
2qci,False,False,0.283203581860251,0.050998377383812875
2qd7,False,False,0.30901110250938657,0.0755404805895405
2qd8,False,False,0.3079923845890259,0.10099399676135072
2qd6,False,False,0.29474905162433795,0.07968082187599816
2qbs,False,False,0.336051146074514,0.03561251713466861
2q6f,False,False,0.15079797242889104,0.0542360985565508
2q8z,False,False,0.350685926524139,-0.0324694419244539
2qbu,False,False,0.323377637283703,-0.022939333404846336
2qe4,False,False,0.45049970255947197,0.07164054541319993
2qg2,False,False,0.3056153761081845,-0.05286568733183387
2qi3,False,False,0.3744476680244423,0.16551049479682023
2qi1,False,False,0.24788802728774967,0.012915203922539841
2qi5,False,False,0.3701341777310235,0.15548518436417602
2qhz,False,False,0.24720888200750926,0.00439451140758762
2qi4,False,False,0.36221081612821876,0.12407179744044934
2qhy,False,False,0.2605131639076035,0.017438744226382415
2qi0,False,False,0.25060460840871135,0.024344913373609868
2qi6,False,False,0.3788915773972814,0.13562281034981954
2qi7,False,False,0.3744476680244423,0.18831545909617944
2q7q,False,False,0.7998822189498163,0.1765611715334342
2qg0,False,False,0.2877563705907515,0.006468380877240842
2qnn,False,False,0.18324108504599743,-0.03025679359091892
2qnp,False,False,0.21235713396785502,-0.04481699581729307
2qm9,False,False,0.34044895661083774,0.10522317682283751
2qnq,False,False,0.2024184225497027,-0.013248931772120222
2qpq,False,True,0.6655623746356019,0.33388276096235087
2qmg,False,False,0.2824626960999887,0.01464277355510331
2qrl,False,False,0.5433162241923281,0.24774866667624443
2qrk,False,False,0.2515790342455779,-0.013225261794622535
2qtn,False,False,0.21115244167474564,-0.04262717091908956
2qu6,False,False,0.32146209931379405,0.01775232940137745
2qtg,False,False,0.3450058023621283,-0.022901729653098935
2qtt,False,False,0.308832380067218,-0.10886398588550927
2r3t,False,False,0.1765777728625066,-0.06779258371594453
2r2w,False,False,0.3195557265973297,-0.07014669983774909
2r3w,False,False,0.22825907223689873,-0.03214901485660188
2r2m,False,False,0.3318756602774803,0.028923439194878556
2r5a,False,False,0.32105049611364844,0.04646563830252843
2r5p,False,False,0.2559623100639412,0.012161560178086362
2r0z,False,False,0.13508817028781975,0.03274201379565432
2r0h,False,False,0.11087441551831809,-0.009103136983732192
2r9w,False,False,0.23887178822248903,-0.024849691615968953
2r38,False,False,0.2245707059994956,-0.02868718719005889
2r43,False,False,0.19877422836304687,-0.050542919368557
2r58,False,False,0.2263817600801367,-0.03356313336772091
2r9x,False,False,0.21959030727773257,-0.00857131147650616
2r75,False,False,0.2198286038672906,-0.03968424594886889
2ra0,False,False,0.271658112096164,0.032193924240811585
2rcb,False,True,1.3175418436663955,0.7187957221159316
2rin,True,True,0.5433162241923281,0.4753977571256617
2reg,False,False,1.0943941087302609,0.45242407688115904
2ri9,False,False,0.48596617830536015,0.08664807143419256
2rkf,True,True,0.2681147454166488,0.07446417557862381
2rkg,True,True,0.23888197031064856,0.053305729181346156
2qta,False,False,0.30091360109113546,-0.031341718811980786
2qwb,False,False,0.17722457789130702,-0.10767123996579445
2qwd,False,False,0.3293854609165988,0.06548923231377439
2qwc,False,False,0.24109657448534555,-0.03166487703309699
2rk8,False,False,0.7063110914500265,0.195284926627483
2qwe,True,True,0.44173971271289286,0.13671188585628327
2rka,False,False,0.4527635201602734,0.06158232835225292
2rkd,False,False,0.41050559161198114,0.07439508320926841
2qwf,False,False,0.32089614491359375,-0.0030932237742949953
2rio,False,False,0.23594010106129804,0.030679557968406875
2rke,False,False,0.6927281858452183,0.15786137787068133
2tpi,False,False,0.3658895197295209,-0.030175698198481926
2sim,False,False,0.2322676858422202,-0.10212871269557647
2rkm,False,False,0.2788070097829051,-0.06256021812360252
2uwl,False,False,0.40748716814424607,0.1622974335652687
2uwo,False,False,0.407487168144246,0.14734099008660675
2uxz,False,False,0.24507029686973097,0.02232402555788714
2uy0,False,False,0.1958202224693182,-0.03875126565207754
2std,False,False,0.668958101036804,0.214224018207737
2uwp,False,False,0.33035566845979947,0.08394609193675599
2uwd,False,False,0.4200639325931425,0.10090695297459994
2uy3,False,False,0.3124068289105887,-0.14211338136765514
2uy4,True,True,0.48898460177309516,0.10234896995834725
2uy5,False,False,0.46606344856498133,0.09306319285818332
2uyq,False,False,0.4538288460900622,0.107452448652964
2uyn,False,False,0.5239120733283164,-0.060438884862171846
2v2q,False,False,0.18789686086651344,-0.011409369049926798
2v00,False,False,0.3107089657099876,-0.10816534645488945
2v2v,False,False,0.19062905452265305,-0.02079088523322458
2v3u,False,True,0.5821245259203515,-0.11603371750265179
2v7a,True,True,0.3221089043425945,0.06340263605683921
2v2c,False,False,0.5146412012488439,0.1811607961347422
2v57,True,True,0.6027414362133638,0.12467409482013314
2v8w,False,False,0.28071338249936945,0.10053832114854942
2v3d,False,False,0.3567776538862954,-0.07492303565800995
2v54,False,False,0.24992546312847086,-0.09190889376980199
2v95,True,True,0.43360814046118484,0.02267164568054242
2v58,False,False,0.6173430597385328,0.1916205691617196
2vfk,False,False,0.21909817301668877,-0.004328340511250456
2v2h,False,False,0.5689728236680769,0.16505735601320173
2v59,False,False,0.4778713153691612,0.12617735202770541
2vh0,False,False,0.3399721373438758,0.08778512043220435
2vh6,False,False,0.37644052676182727,0.10532099627704475
2vk2,False,False,0.7798851634760706,0.18098010575990475
2rd6,False,True,0.6263228695550448,0.16134401600260734
2vnt,False,False,0.4179355570710216,0.09639364947980848
2vk6,False,False,0.35994699852741735,0.011968169786508564
2vb8,False,False,0.44629546987226937,0.00322496987359866
2vkm,False,False,0.2525842446511142,0.031830469992299076
2vba,False,False,0.3905085361382357,-0.0027827128926251055
2vc9,False,False,0.8188551664612944,0.43413158982014644
2vo4,False,False,0.609995942615932,0.2874272480985462
2vpn,False,False,0.9127712566431111,0.17718723783699444
2vpo,False,False,0.6692668034369132,0.010991040253490876
2vjx,False,False,0.6124655618168061,0.013366566962811516
2vmc,False,False,0.2662249498542407,0.0025280503911668953
2vl4,False,False,0.7421205698627027,0.14517607079955083
2vt3,False,False,0.18183567180630333,-0.015720066262163455
2vvc,False,False,0.34037163456754665,0.04486701384408002
2vmf,False,False,0.5675714127723427,0.1266184877574616
2vrj,False,False,0.3889650241376893,0.1708459719187176
2vvu,False,False,0.3438172981217076,0.02172152796372917
2vo5,False,False,0.33210204203756044,-0.10969391571575855
2vw5,False,False,0.32146209931379405,0.04946705569804408
2vot,False,False,0.44082702735604795,0.11932119520223844
2vwc,False,False,0.22479708775957574,0.0025316159038881736
2vvv,False,False,0.34891088772351064,0.014798405870118492
2vwl,False,False,0.28044705101692224,-0.01891052068023768
2vvs,False,False,0.3987941085571688,0.05331230685102554
2vqt,False,False,0.5433162241923281,0.07836458172745224
2vwn,False,False,0.3292825601165625,0.021092564831146576
2vzr,False,False,0.447191046065993,0.09486280377620197
2vwm,False,False,0.2448405805174401,-0.014146944467038671
2vvn,False,False,0.6197200682193742,0.15039094957435672
2w5g,False,False,0.26596205490705094,0.11912379097132465
2vyt,False,False,0.33833783051976796,0.09487931223070625
2vwo,False,False,0.309114003309423,-0.013173113458743108
2vw1,False,False,0.23905913864462436,-0.11988157032106073
2w47,False,False,0.28184529129977015,0.08282725668299999
2vw2,False,False,0.3447968345835928,-0.11100723641029844
2w9h,True,True,0.4120148033458487,0.09624497636851537
2vxn,False,False,0.6791452802404101,0.2505299024278849
2w8y,True,True,0.385839412336583,0.05689458936712011
2w26,True,True,0.440273492017921,0.15187576021678584
2w4x,False,False,0.3659838454628876,0.041959708309679905
2we3,False,False,0.21490097081892973,-0.022877784930932794
2wc3,False,False,0.3753821185328812,0.04953679500025553
2wc4,False,False,0.32660713931561536,0.0264135034605501
2wb5,False,False,0.4769689545073035,0.2101547155175926
2w66,False,False,0.3438172981217076,-0.057736687068038084
2w8j,False,False,0.18275182086469216,-0.14552644802367476
2w67,False,False,0.4812229414274905,-0.06440004821955128
2w8w,False,False,0.1308898176463336,-0.14035500367656414
2wca,False,False,0.2817195236552812,0.05608829457039683
2wf5,False,False,0.5093589601803076,0.06475217291976165
2weq,False,False,0.20034785767092095,0.0024571815811738063
2web,False,False,0.18301178078057365,-0.03734409003560257
2wjg,False,False,0.3444236778362079,0.08654479284121873
2wec,False,False,0.14154817419747495,-0.07477228685248963
2wed,False,False,0.21245057484443594,-0.01497090441780412
2wer,False,False,0.38303793805559133,0.039656922861910145
2wbg,False,False,0.27474513609725676,-0.050267802283714295
2wkz,False,False,0.2335727101062116,0.013739109019263519
2wgj,True,True,0.39390426253943783,0.06936278269597765
2wl0,False,False,0.20773855630883126,-0.0064274841984917975
2whp,False,False,0.3018423467735156,0.04899572887355733
2wyf,False,False,0.2507177992887513,0.06039406935873881
2wky,False,False,0.686336230266485,0.2126338354888043
2wtv,True,True,0.34916057348830487,0.04210948425769209
2wyg,False,False,0.39390426253943783,0.1141969658582165
2wm0,False,False,0.14617793650888825,-0.0495998555505407
2wly,False,False,0.3201684892561933,0.09898751054125765
2wlz,False,False,0.22314773493613468,-0.019771908033261898
2wk6,False,False,0.5010582956440357,0.0940104590355186
2wyj,False,False,0.40748716814424607,0.12628783455868858
2wzm,False,False,0.18180196732589435,-0.02919701284494465
2wr8,False,False,0.2841961788082946,-0.09192628406833164
2wvz,False,False,0.34127050332080605,-0.06943751131498016
2x4z,True,True,0.3325871458091608,0.0829555779496763
2wzf,False,False,0.3803213569346296,0.037997906771338845
2xab,False,False,0.5723342498026001,0.143866184775407
2wvt,False,False,0.639441402318663,0.25581083164314494
2wn9,False,False,0.5260288897862084,0.2081799462640933
2wnj,False,False,0.3826836013876398,0.05255255706555962
2xb7,False,False,0.2972069107337794,0.09107431994753074
2wnc,False,False,0.40878077820184683,0.049877464268901855
2wzs,False,False,0.3735299041322255,-0.026152235389234755
2xde,False,False,0.2321827926821902,-0.0056826632392515675
2xbv,False,False,0.31806637291259204,0.01416436715557401
2xbx,False,False,0.2950508939711115,-0.027969089154967392
2xbw,False,False,0.3018423467735156,-0.030243433507612494
2xbp,False,False,0.21995543914882956,-0.1169783053073085
2xc0,False,False,0.2402029622745029,-0.049718367253001904
2xc4,False,False,0.29551997329380003,-0.010223228969292406
2xdk,False,False,0.3761420013639194,-0.04500852497987108
2x2r,False,False,0.40295953294264325,0.058288322821913464
2xdx,False,False,0.548409813794131,0.1719503316024284
2xht,False,False,0.42607430212977304,0.05269009253240329
2x00,False,False,0.41482927928198027,0.0659342138079714
2x0y,False,False,0.3471186987895429,-0.017116423037312374
2xdl,True,True,0.26316879609315885,-0.1273160548534285
2xib,False,False,0.9861189469090753,0.3920091755494549
2xj1,False,False,0.41020374926520775,0.050981697575730255
2xg9,False,False,0.25622299209070015,-0.03712350104898133
2xii,False,False,0.34927471555221085,0.028346941872708826
2xjg,False,False,0.4618187905634789,0.07026507936700879
2xjj,False,False,0.3844552847273973,-0.07407862775583689
2xj2,False,False,0.39010104897009157,0.007670973106126624
2xjx,False,False,0.4142786209466501,0.12257209490143713
2xog,False,False,0.11647341556123032,-0.053852621253079255
2xp7,False,False,0.46101979611613714,0.048769742171842684
2xmy,False,False,0.46650255111686095,0.22051655215223426
2xn3,True,True,0.4467266732248031,0.028701585070000066
2xnb,False,False,0.3435972047438519,0.001104239918613143
2xn5,True,True,0.4327125642674613,0.061918322004546986
2x6x,False,False,0.10635126090573228,-0.024579019086678616
2xm1,False,False,0.4591022094425172,-0.06285779337277896
2xm2,False,False,0.3922063993388368,-0.03110179768124971
2xxr,False,True,0.889680317114937,0.2941844102383461
2xye,False,False,0.22212045636098118,0.054341183719452645
2xyf,False,False,0.22927944660916244,0.06029454514555482
2xb8,False,False,0.4686102433658829,0.030717247101433563
2xxt,False,False,0.7289492674580401,0.252951372286406
2xxx,False,True,0.8706642492682055,0.29690194216269994
2y5f,False,False,0.33763222503380386,0.08068086815218985
2y5g,False,False,0.2997002397964132,0.019599869892791083
2xd9,False,False,0.4874753900392276,-0.07723919272174189
2xda,False,False,0.422428364309535,-0.09382860656764622
2y7x,False,False,0.37735009633357786,0.04206880545289188
2y5h,False,False,0.25369362403819185,0.00792764094833398
2y7z,False,False,0.35809478412676166,0.048547444968225266
2y80,False,False,0.33134057611729095,0.024894749392492484
2xj7,False,False,0.5653884458001414,0.0521121756434072
2y8c,False,False,0.22876472597571706,0.04009934669304951
2y81,False,False,0.35809478412676166,0.046967423763825907
2y82,False,False,0.34574668812239057,0.03580161679155338
2xpk,False,False,0.5684697530901212,0.25769901031316056
2yel,False,False,0.30901110250938657,0.018228386661392648
2ydw,False,False,0.3115578973102881,0.0414186936333818
2yek,False,True,0.32644249803555714,0.05866538428150297
2ya6,False,False,0.3871128097370337,0.08185446030267163
2xys,False,False,0.40314063835070735,-0.006670347616031691
2ydt,False,False,0.41654243854745154,0.03240602073136466
2yfe,False,False,0.36021865663951347,0.06222008500990359
2ya7,True,True,0.1854361895612946,-0.11311495356627448
2ya8,False,False,0.3905085361382358,0.08751017845292966
2xyt,False,False,0.18985883612054127,0.022763651871567425
2yay,False,False,0.29591330067617866,-0.0445648341440954
2yfx,True,True,0.36628568780966114,0.11251241390510816
2yb0,False,False,0.3268386661156973,-0.19999062725351452
2yaz,False,False,0.34908067404357074,-0.13231631291509452
2ygf,False,False,0.17284247382118434,-0.049770550631666244
2yki,False,False,0.37792437359260467,-0.07862129331675337
2yxj,False,True,0.22557325379413623,0.05149711257139516
2yi0,False,False,0.5013326977774663,0.12222713437542704
2yix,False,False,0.4430116904952829,0.031162476699942012
2z4o,False,False,0.32497101659503624,0.11185583888634776
2yi7,False,False,0.49134684622610536,0.1567844675346235
2yk1,False,False,0.9202418547257557,0.34204223874091927
2ylc,False,False,0.5358456261096834,0.2666362402359542
2zc9,False,False,0.33906956954224915,-0.006913900181078497
2zb1,False,False,0.33016909008610706,-0.07299354212329125
2ypi,False,False,0.7274400557241727,0.4603427814877565
2zdk,False,False,0.30901110250938657,0.00383426021072873
2zdl,False,False,0.32196516989174995,0.04157340041286767
2zdm,False,False,0.3109515175957877,0.036611460787954284
2zcq,False,False,0.4792049097376333,0.17906969272476467
2zcr,False,False,0.33326629108940126,0.028984950353117624
2zda,False,False,0.3934358864840996,0.06856903672377061
2zdn,False,False,0.31441911122241206,0.03356039163307111
2zcs,False,False,0.46521451696468086,0.2001395864516472
2zfs,False,False,0.30631794019119185,0.012090893680528311
2zft,False,False,0.32800201682722024,0.030967616181344384
2zfp,False,False,0.3191982817129927,0.0008455358738992593
2zgx,False,False,0.3814532657350303,0.05014174880366962
2zq2,False,False,0.2970128692251393,0.008324691187074802
2zjw,False,True,0.475401696168287,0.11924334045693076
2zn7,False,False,0.30619750063410484,0.0870646009366393
2zmm,False,False,0.33300026644045916,0.0746009542950428
2za5,False,False,0.36936740080171976,0.011683489611361642
2yme,False,False,0.4523698127514384,0.1357645667745149
2zy1,False,False,0.4188062561482529,0.06122432446383278
2zkj,False,False,0.2756826767198109,-0.03837019912184925
2zym,False,True,0.12636218244473083,-0.0015205857022982973
2zz1,False,False,0.2681147454166488,-0.1357666927945225
2zz2,False,False,0.2681147454166488,-0.11364752157820564
3a1d,False,False,0.20726507811781406,-0.058950011553098744
3a1c,False,False,0.17526329812655744,-0.0609450953423894
3a2o,False,False,0.30833195722914614,0.0660936716131884
3a6t,False,False,0.4120148033458488,0.0666340561935878
2ypo,False,True,0.5297333185875198,-0.023658931364215114
3aau,False,False,0.24497740465814788,0.009581866717403274
3a1e,False,False,0.11655009325416069,-0.11404098006235638
3acw,False,False,0.30787919370898587,-0.17768930730450005
3acx,False,False,0.33661983455394234,-0.06346453192346062
2ymd,False,True,0.33016909008610706,-0.19506776432677495
2zq0,False,False,0.2105350368745271,0.011591065108583098
3a5y,False,False,0.337874776919604,0.06301449482710647
3ap4,False,False,0.2314999563949919,0.02449617969715825
3aid,False,False,0.25183441202428175,0.0303917145802027
3ai8,False,True,0.3696490739594232,0.37935823190649437
3ag9,False,False,0.16319759719209853,0.08270177107714657
3agl,False,False,0.1681693074881015,0.03982956374816393
3b1m,False,False,0.3031132619178251,0.028041336709311596
3arp,False,False,0.28564051492464304,0.03794987921510911
3arq,True,True,0.24147387741881246,-0.0008719093489486025
3axz,True,True,0.24520719065522173,-0.17581312676593283
3b4p,False,False,0.4584230641622768,-0.05835657692257751
3arw,False,False,0.3212879594983478,-0.020803317014601072
3arx,False,True,0.3290767585164896,0.06657241346932598
3b3x,False,False,0.3761420013639194,0.20599416704695045
3b5r,False,False,0.42543600769345685,0.061750071846430235
3b24,False,False,0.5408466049914538,0.11949857560134124
3b25,False,False,0.4580457612288099,0.03231252506445169
3b26,False,False,0.4294785391234592,0.03893630444322295
3b27,False,False,0.43804870575506455,0.020199478497550494
3b65,False,False,0.503654139826288,0.08316840267635257
3b66,False,False,0.40280340759086386,0.04620543837193143
3b2q,False,False,0.1993620016189591,0.045757040821689104
3b67,False,False,0.3756522331329768,0.03686846270235106
3b68,False,False,0.3680529260657706,0.03538609804999732
2zwz,False,False,0.8817569555121323,0.38546554285981044
3bgb,False,False,0.2347902254545417,0.02879494490785705
3bgc,False,False,0.16630777106374917,-0.03332211409432446
3be9,False,False,0.38333978040236477,-0.06889375490403209
2zx7,False,False,0.6200891689151571,0.3120764690238352
3b7j,False,False,0.5401817075142954,0.2235787011268244
2zx8,False,False,0.5693009131754395,0.2247729928661551
2zx6,False,False,0.5999116642123622,0.2567030500480702
3bgq,False,False,0.41584587928566646,0.0647987662041319
3bex,False,True,0.5043785614585445,0.10654684703982836
2zxd,False,False,0.5908563938091567,0.08157542214519682
3bu1,False,False,1.3837585084898356,0.9137492258466575
3brn,False,True,0.9090098366294719,0.3784752310951575
3bgz,False,False,0.35428745452541394,-0.08283387834948235
3bfu,False,False,0.7097068178512286,0.2112387445757363
3bqc,False,False,0.38915024557775496,-0.07411145704812268
3bra,False,True,0.3667384513298214,0.034006026643141715
3bbb,False,False,0.23770084808414352,0.11454155285432246
3bv9,False,False,0.1549029234931318,-0.019662036157537206
3bvb,True,True,0.19623724150104477,-0.03685428331059549
3bva,False,False,0.16400100841361012,0.012065946584040123
3buf,False,False,0.3827909761355038,0.06310025235385673
3bug,False,False,0.35994699852741735,-0.006027980316533806
3buh,False,False,0.3107089657099876,0.002610294884603903
3bbf,False,False,0.25613479140495465,-0.01667597576290885
3bgs,False,False,0.673426162091017,0.28053446941992927
3bwj,False,False,0.17657777286250664,0.006996201521491017
3bxf,False,False,0.3762464852531872,0.043165591123216274
3bxe,False,False,0.7443432271434894,0.3108583776716406
3bxg,False,False,0.4210700737490542,-0.03685636542704673
3c4h,False,False,0.6451880162283895,0.12818867164537742
3bxh,False,False,0.3421194349211066,-0.06454435446400802
3c39,False,False,0.4889846017730953,0.05210822425268568
3bzf,False,False,0.09028637254960745,-0.026216865479369914
3cfn,False,False,0.3234025144001953,-0.051976734670376314
3c84,False,False,0.6664113062359023,0.2563786166881552
3cf8,False,True,0.3025283521070917,0.04922352380462458
3c2f,False,False,0.12348096004371092,-0.08362618363952273
3c2o,False,False,0.379189448134229,-0.06339436342052089
3c2r,False,False,0.3520236369246125,-0.03426684106893011
3cft,False,False,0.37941582989430916,-0.05918923167432831
3cct,False,False,0.24449230088654766,0.03112322309782877
3cj5,False,False,0.28705207178161335,0.03404423988424332
3ccw,False,False,0.296937408638446,0.07615210750983709
3ccz,False,False,0.2605773206817152,0.06152505773856234
3cd7,False,False,0.253547571289753,0.047717749937485815
3ckp,False,False,0.21562862647633016,0.006057296754464181
3cd0,False,False,0.27789890656323807,0.061625018649568084
3cd5,False,False,0.2823814586262758,0.028316497781274208
3cda,False,False,0.2287964988543248,0.04723899132321804
3cdb,False,False,0.20728695075163817,0.036824999249919096
3c2u,False,False,0.2073180329154936,-0.06942030034379927
3cyw,True,True,0.27773467512989397,0.08987983786694907
3cs7,False,False,0.3928029458687777,0.13691664297091455
3cyx,False,False,0.2217617241601339,-0.00810225863369909
3cyz,False,False,0.7543736805131941,0.4053591447715298
3cow,False,False,0.30232918926831154,-0.033789580851537875
3d0b,False,False,0.31725786662659156,-0.05014779643068896
3cz1,False,False,0.7043706763636253,0.3348140631830691
3coy,False,False,0.26377126368046894,-0.06496852724583176
3d1x,False,False,0.24005706640334495,0.009863019003315071
3d6o,False,False,0.2537533728898259,0.04491119823701808
3coz,False,False,0.25218928072927227,-0.0647302421867538
3d6p,False,False,0.23152680008195795,0.021667574501750053
3d1y,False,False,0.22786017157453756,-0.0061933614323442234
3d8z,False,False,0.21797329470573162,-0.0031638467983771284
3d1z,True,True,0.314551498216611,0.10351854061820236
3d78,False,False,0.7412385630052476,0.3780480636401563
3cke,False,False,0.31867586226665395,0.10570258935217448
3djk,False,False,0.3788915773972814,0.14429556706746643
3d7z,False,False,0.4137562015003114,-0.0225019638443716
3d0e,True,True,0.3680529260657706,0.061006788023329955
3ctt,False,False,0.616081789932372,0.29891357048277206
3da9,False,False,0.2672921781517614,-0.024857638953965106
3djo,False,False,0.28394740764337145,0.06992842016171388
3djq,False,False,0.16190823480931374,-0.03093039499542261
3djp,False,False,0.27165811209616403,0.05747173147305295
3d83,False,False,0.3244374024462759,-0.007527491052977859
3d91,False,True,0.2824626960999887,0.07179321933021399
3dk1,False,False,0.33074375147707974,0.10505168606720314
3ckz,True,True,0.5149692907562066,0.18413382513823875
3djv,False,False,0.2942962881041777,0.037506153844042496
3djx,False,False,0.18175221309290973,-0.05516813536298036
3dsz,False,False,0.21538607459053002,0.08596072097015814
3cl0,False,False,0.4801557131299699,0.1648052648312353
3e3c,False,False,0.4490348794060123,0.14558685563568668
3dne,False,False,0.47268511504732535,-0.040490460502525256
3dnd,False,False,0.5015226684852259,0.1597377909775547
3dzt,False,False,0.4263851237683271,0.09597226368300281
3dp9,False,False,0.5716631576284494,0.1874230733707213
3eax,False,False,0.13922478244928405,0.06261077125572352
3dri,False,False,0.18192861446440076,0.0649101951058575
3eb1,False,False,0.22435213050700437,0.08607337401429245
3e92,False,False,0.4179355570710216,-0.06420665600365148
3e93,False,False,0.3248884178447367,-0.03408402556081348
3eeb,False,False,0.22223142781200084,-0.0005095098813537251
3ebl,False,False,0.3565512721262152,-0.11545554657247004
3e6y,False,False,0.16535711171070852,0.04613389596589607
3drf,False,False,0.19404150864011716,0.027315389492562403
3drg,False,False,0.13582905604808201,-0.01879841148648987
3eko,False,False,0.5687841722013435,0.17387969845043166
3ekp,True,True,0.3450058023621283,0.1351809186009223
3ekr,False,False,0.464288409764353,0.09763145586816048
3ekt,True,True,0.3788915773972814,0.1794119176059267
3ekv,True,True,0.36518611926070044,0.11261462850380945
3ekx,False,False,0.3195378543531129,0.060292582415694886
3ekw,False,False,0.21199986002798682,0.01958726897713602
3el1,False,False,0.2567435490791198,0.06811409020383877
3el4,False,False,0.19875394527852003,-0.028018762241167287
3el5,False,False,0.2621500781727983,0.014117902299317597
3el9,False,False,0.2237184452556645,0.02941010671275436
3eqr,False,False,0.3109770493732404,0.047933001544715165
3evd,False,False,0.29330586790382707,0.13447692024170332
3egt,False,False,0.503699416178304,0.26474509228859683
3ery,False,False,0.1098274938903063,0.00830196892641309
3ed0,False,False,0.4312572529526603,0.12714109005060653
3f8c,False,False,0.306813867779197,0.015182053041440144
3f78,False,False,0.42107007374905414,-0.09919609546097048
3d7k,False,False,0.16020863021055826,-0.08238039214908799
3f8f,True,True,0.23698595831546937,0.01316569593580995
3f68,False,False,0.22909834120109832,-0.06042432528097355
3ffg,False,False,0.2740728508703521,0.015234194531302
3f3c,False,False,0.6289930133918874,0.056237408559476613
3ebo,False,False,0.3374279708141827,-0.10715589976121621
3f3e,False,True,1.1620930350780347,0.48311044786253565
3f3d,True,True,1.0805956014491855,0.5002007615368521
3ebp,False,False,0.2866963290157731,-0.03286364606932483
3fhb,False,False,0.7742256194740674,0.21522630081231578
3f70,False,False,0.5988826562119979,0.3596600287762757
3fas,False,True,0.9195627094455153,0.29262604347830645
3fat,False,False,0.7982569140056512,0.22920191956332583
