FileName,SMILES
2arm_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)O[C@@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N@+]2([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
2avm_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H]
2avo_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2avq_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(=O)C([H])([H])[H]
2avs_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2ax9_ligand.mol2,[H]O[C@@](C(=O)N([H])c1c([H])c([H])c([N+](=O)[O-])c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])Br
2ayr_ligand.mol2,[H]Oc1c([H])c([H])c2c(Oc3c([H])c([H])c(OC([H])([H])C([H])([H])[N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3[H])c(-c3c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c3[H])c([H])c([H])c2c1[H]
2azr_ligand.mol2,[H]c1nc2c(c([H])c1[H])C(OC([H])([H])C(=O)[O-])=C(C(=O)[O-])S2
2b07_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(N([H])c3c([H])c([H])c4c(c3[H])SC3=C4SC(C(=O)[O-])=C3OC([H])([H])C(=O)[O-])C([H])([H])C2([H])[H])c([H])c1[H]
2b1g_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N([H])S(=O)(=O)N([H])C3=O)[C@]([H])(O[H])[C@]1([H])O[H]
2b1i_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N([H])S(=O)(=O)N([H])C3=O)O[C@]1([H])C([H])([H])O[P+](=O)(=O)[O-]
2b4l_ligand.mol2,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)[O-]
2b7d_ligand.mol2,[H]Oc1c([H])c([H])c(C([H])([H])N([H])C(=O)N([H])[H])c([H])c1-c1c([H])c([C@]([H])(C(=O)[O-])C([H])([H])C(=O)[O-])c([H])c(C2=Nc3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3N2[H])c1O[H]
2b9a_ligand.mol2,[H]c1c(F)c([H])c(-c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])c([H])c1F
2baj_ligand.mol2,[H]C1=C(N([H])C(=O)N([H])c2c([H])c([H])c([H])c(Cl)c2Cl)N(c2c([H])c([H])c([H])c([H])c2[H])N=C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2bak_ligand.mol2,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])nc(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c3[H])c([H])c([H])c2C([H])([H])[H])c2c([H])c(OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c([H])c2n1
2bal_ligand.mol2,[H]C1=NN(c2c([H])c([H])c(F)c([H])c2[H])C(N([H])[H])=C1C(=O)c1c([H])c([H])c([H])c(OC2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c1[H]
2bes_ligand.mol2,[H]ON([H])C(=O)[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[P+](=O)(=O)[O-]
2bet_ligand.mol2,[H]O[C@@]([H])(C(=O)[O-])[C@]([H])(O[H])C([H])([H])O[P+](=O)(=O)[O-]
2bfq_ligand.mol2,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])O[P@](=O)([O-])O[P@](=O)([O-])OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=Nc4c(N([H])[H])nc([H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
2bfr_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])O[P+](=O)(=O)[O-]
2bmk_ligand.mol2,[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[P+](=O)(=O)[O-])c1C([H])([H])[N+]([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])[H]
2bo4_ligand.mol2,[H]OC(C(=O)[O-])(C([H])([H])C(=O)[O-])C([H])([H])C(=O)[O-]
2boh_ligand.mol2,[H]C1=C(Cl)SC(C2=C([H])C(C([H])([H])N3C(C(=O)N([H])[C@]4([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C4([H])[H])=C([H])c4c([H])c([H])c([H])c([H])c43)=NO2)=C1[H]
2boj_ligand.mol2,[H]O[C@@]1([H])[C@]([H])(O[H])[C@]([H])(OC([H])([H])[H])OC([H])([H])[C@@]1([H])O[H]
2bok_ligand.mol2,[H]c1c([H])c([C@@]2([H])[C@@]3([H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)[C@@]3([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[N@+]23[H])c([H])c([H])c1C(N([H])[H])=[N+]([H])[H]
2bpv_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]1([H])C([H])([H])C([H])([H])N(C(=O)C([H])=C([H])c2c([H])nc([H])c([H])c2[H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2bpy_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]1([H])C([H])([H])C([H])([H])N(C(=O)c2nc(Cl)c(N3C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])nc2[H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2bq7_ligand.mol2,[H]C1=C(C(=O)N([H])[C@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])N(C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])c2c([H])c([H])c([H])c([H])c21
2bqv_ligand.mol2,[H]O[C@@](C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
2br1_ligand.mol2,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2c1C(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])=C(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])O2
2brb_ligand.mol2,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2c1C(c1c([H])c([H])c([H])c([H])c1[H])=C(c1c([H])c([H])c([H])c([H])c1[H])O2
2brm_ligand.mol2,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2c1C(c1c([H])c([H])c([H])c([H])c1[H])=C(c1c([H])c([H])c([H])c([H])c1[H])N2[H]
2bt9_ligand.mol2,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
2buv_ligand.mol2,[H]Oc1c([H])c([H])c(C(=O)[O-])c([H])c1O[H]
2bvd_ligand.mol2,[H]OC([H])([H])[C@@]1([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]1([H])O[H]
2bvr_ligand.mol2,[H]c1c([H])c(SC([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])c2c([H])c([H])c(N([H])C(N([H])[H])=[N+]([H])[H])c([H])c2[H])c([H])c([H])c1Cl
2bvs_ligand.mol2,[H]c1c([H])c(SC([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C(=O)N([H])[H])C([H])([H])c2c([H])c([H])c(N([H])C(N([H])[H])=[N+]([H])[H])c([H])c2[H])c([H])c([H])c1Cl
2byr_ligand.mol2,[H]O[C@]12C([H])([H])[C@]([H])(OC([H])([H])[H])[C@@]3([H])C([H])([H])[C@]([H])([C@]1([H])[C@@]3([H])OC([H])([H])[H])[C@@]13[C@@]4([H])[C@@](C([H])([H])OC(=O)c5c([H])c([H])c([H])c([H])c5N5C(=O)C([H])([H])[C@]([H])(C([H])([H])[H])C5=O)(C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])[H])C([H])([H])[N@+]([H])(C([H])([H])C([H])([H])[H])[C@]3([H])[C@]2(O[H])[C@@]4([H])OC([H])([H])[H]
2bys_ligand.mol2,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])[N@+]1([H])C([H])([H])[H]
2bz6_ligand.mol2,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c([C@]([H])(C(=O)[O-])N([H])c2c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c2[H])c(F)c1O[C@@]1([H])C([H])([H])OC([H])([H])C1([H])[H]
2bza_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c([H])c1[H]
2c1p_ligand.mol2,[H]O[C@]([H])(C([H])([H])c1c([H])c([H])c(F)c([H])c1[H])[C@]([H])(c1c([H])c([H])c(C#N)c([H])c1[H])N1N=C([H])N=C1[H]
2c3i_ligand.mol2,[H]C1=C(c2c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c2[H])N2N=C(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])C([H])=C([H])C2=N1
2c3l_ligand.mol2,[H]c1c([H])c([H])c2c(c1[H])N=C(C1=NN([H])c3c([H])c([H])c([H])c([H])c31)N2[H]
2c80_ligand.mol2,[H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])C([H])([H])SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(=O)[O-]
2c92_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])N1C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])C2=C1N([H])C(=O)N([H])C2=O
2c94_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])N1C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(F)(F)[P+](=O)(=O)[O-])C2=C1N([H])C(=O)N([H])C2=O
2c97_ligand.mol2,[H]N1C(=O)C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])=C(Cl)N([H])C1=O
2ca8_ligand.mol2,[H]SC([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C(=O)[O-])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])[N+]([H])([H])[H]
2cbj_ligand.mol2,[H]OC([H])([H])[C@@]1([H])OC(=NOC(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2cbu_ligand.mol2,[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@]12[H]
2cbv_ligand.mol2,[H]O[C@@]1([H])[C@]([H])(O[H])[C@]2(O[H])C([H])([H])C([H])([H])[C@]([H])([C@]1([H])O[H])[N+]2([H])[H]
2cbz_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P@@](=O)([O-])O[P+](=O)(=O)[O-]
2cc7_ligand.mol2,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2nc3c(nc12)C(=O)N([H])C(=O)N3[H]
2ccb_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])N1C2=NC(=O)N([H])C(=O)C2=Nc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c21
2ccc_ligand.mol2,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2c1nc1c([n+]2C([H])([H])[H])N([H])C(=O)N([H])C1=O
2ce9_ligand.mol2,[H]C1=C(C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])SC([H])([H])[H])[N+]([H])([H])[H])C([H])([H])C3=C([H])N([H])c4c([H])c([H])c([H])c([H])c43)C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2N1[H]
2cej_ligand.mol2,[H]O[C@@](C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(Br)c([H])c1[H]
2cen_ligand.mol2,[H]O[C@@](C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(-c2c([H])nc([H])c([H])c2[H])c([H])c1[H]
2ceq_ligand.mol2,[H]OC([H])([H])[C@@]1([H])N2C(=NC([H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2cer_ligand.mol2,[H]OC([H])([H])[C@@]1([H])N2C(=NC(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2ces_ligand.mol2,[H]OC([H])([H])[C@@]1([H])N2C(=NC([H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2cet_ligand.mol2,[H]OC([H])([H])[C@@]1([H])N2C(=NC(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2cex_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])OC(C(=O)[O-])=C([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H]
2cf8_ligand.mol2,[H]c1c([H])c(C([H])([H])N2C(=O)[C@@]3([H])[C@]([H])([C@]4([H])C([H])([H])C([H])([H])C([H])([H])[N@+]4([H])[C@@]3([H])c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3[H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl
2cf9_ligand.mol2,[H]c1c([H])c(C([H])([H])N2C(=O)[C@@]3([H])[C@]([H])([C@]4([H])C([H])([H])C([H])([H])C([H])([H])[N@+]4([H])[C@@]3([H])c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3[H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]
2cgf_ligand.mol2,[H]Oc1c([H])c(O[H])c2c(c1Cl)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])OC2=O
2cgr_ligand.mol2,[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C(N([H])c2c([H])c([H])c(C#N)c([H])c2[H])=[N+]([H])C([H])([H])C(=O)[O-])c([H])c1[H]
2cht_ligand.mol2,[H]O[C@]1([H])C([H])=C([H])[C@@]2(C(=O)[O-])C([H])([H])[C@@]([H])(C(=O)[O-])O[C@]1([H])C2([H])[H]
2cle_ligand.mol2,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])c([H])c([H])c1OC(F)(F)F
2clh_ligand.mol2,[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])c([H])c([H])c2c1[H]
2cli_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])c([H])c([H])c1OC(F)(F)F
2clk_ligand.mol2,[H]O[C@@]([H])(C([H])=O)C([H])([H])O[P+](=O)(=O)[O-]
2cn0_ligand.mol2,[H]c1c([H])c(C([H])([H])N2C(=O)[C@@]3([H])[C@]([H])([C@]4([H])C([H])([H])C([H])([H])C([H])([H])[N@+]4([H])[C@@]3([H])c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3[H])[C@@]2([H])C([H])(F)F)c([H])c([H])c1F
2csn_ligand.mol2,[H]c1nc([H])c2c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c([H])c(Cl)c2c1[H]
2ctc_ligand.mol2,[H]O[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
2d0k_ligand.mol2,[H]c1nc2c(nc1C([H])([H])N([H])c1c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H])C(=O)N([H])C(N([H])[H])=N2
2d1n_ligand.mol2,[H]ON([H])C(=O)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H]
2d1o_ligand.mol2,[H]ON([H])C(=O)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H]
2d3u_ligand.mol2,[H]C1=C(c2c([H])c([H])c(C#N)c([H])c2[H])SC(C(=O)[O-])=C1N([H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])[H]
2d3z_ligand.mol2,[H]C1=C(c2c([H])c([H])c(F)c([H])c2[H])SC(C(=O)[O-])=C1N([H])S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
2doo_ligand.mol2,[H]SC([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c([H])c2c(N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c12
2drc_ligand.mol2,[H]c1nc2nc(N([H])[H])nc(N([H])[H])c2nc1C([H])([H])N(c1c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H])C([H])([H])[H]
2dri_ligand.mol2,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
2dw7_ligand.mol2,[H]O[C@@]([H])(C(=O)[O-])[C@]([H])(O[H])C(=O)[O-]
2e1w_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[H])[C@]([H])(N1C([H])=NC(C(=O)N([H])[H])=C1[H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12
2e27_ligand.mol2,[H]O[C@@]1([H])[C@]2([H])O[C@]([H])(C([H])([H])C(=O)[O-])[C@@]([H])(OC([H])([H])OC([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]2([H])C([H])=C([H])C([H])=C([H])O[C@]12[H]
2e2p_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])O[P+](=O)(=O)[O-]
2e2r_ligand.mol2,[H]Oc1c([H])c([H])c(C(c2c([H])c([H])c(O[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
2e7f_ligand.mol2,[H]c1c([H])c(N([H])C([H])([H])[C@]2([H])N(C([H])([H])[H])C3=C(N=C(N([H])[H])N([H])C3=O)N([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]
2e91_ligand.mol2,[H]OC(C([H])([H])N1C([H])=NC([H])=C1[H])([P+](=O)(=O)[O-])[P+](=O)(=O)[O-]
2e92_ligand.mol2,[H]OC(C([H])([H])C1=C([H])N=C2C([H])=C([H])C([H])=C([H])N21)([P+](=O)(=O)[O-])[P+](=O)(=O)[O-]
2e94_ligand.mol2,[H]OC(C([H])([H])[n+]1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])c1[H])([P+](=O)(=O)[O-])[P+](=O)(=O)[O-]
2e9u_ligand.mol2,[H]c1nc([H])c2nc1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1N([H])C(=O)N2[H]
2epn_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])SC(C([H])([H])[H])=N[C@]2([H])[C@@]([H])(O[H])[C@]1([H])O[H]
2erz_ligand.mol2,[H]C1=C([H])N([H])C(=O)c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])c21
2euk_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
2evl_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
2ewa_ligand.mol2,[H]c1nc([H])c([H])c(C2=C(c3c([H])c([H])c(F)c([H])c3[H])N([H])C(c3c([H])c([H])c([S@@](=O)C([H])([H])[H])c([H])c3[H])=N2)c1[H]
2ewb_ligand.mol2,[H]SC([H])([H])[C@]([H])(C(=O)N1C([H])([H])[C@@]([H])(Sc2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@@]1([H])C(=O)[O-])C([H])([H])[H]
